CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Name,Cluster_Action
13826,176,1,189.5,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13827,58,3,412.05,3,3,2,8,332,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13828,22,1,209.49,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13831,16,6,2202.99,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13832,19,1,52.2,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13833,159,1,384.8,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13835,25,4,834.57,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13837,212,2,271.24,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13838,6,4,691.73,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13841,253,1,85.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13842,59,9,3385.62,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13844,11,1,361.62,5,1,2,8,512,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13845,65,1,312.98,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13846,25,3,865.0600000000001,4,3,3,10,433,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13848,92,3,1255.0,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13849,52,2,1537.95,3,2,4,9,324,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13850,129,1,1595.48,2,1,4,7,214,Lost,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13851,96,3,2651.46,2,3,5,10,235,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13853,57,1,1090.14,3,1,4,8,314,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13854,9,25,8109.519999999999,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13856,169,3,388.5,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13858,57,1,216.17,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13859,326,1,201.16,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13860,1,5,1245.9,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13862,18,8,2209.36,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13863,248,1,305.78,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13865,58,4,501.56,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13866,74,1,145.67,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13867,31,3,1015.29,4,3,4,11,434,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13868,7,2,3192.54,5,2,5,12,525,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13869,123,4,3104.9500000000003,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13870,2,8,2770.94,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13871,23,13,6403.25,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13873,120,3,389.6,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13874,358,1,540.45,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13875,54,5,1786.79,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13876,64,1,122.7,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13877,86,1,117.24,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13878,55,1,1281.53,3,1,4,8,314,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13880,21,13,3219.77,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13881,4,20,17159.52,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13882,3,5,1191.13,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13883,11,5,2674.48,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13884,7,5,787.6,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13885,189,2,506.8,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13886,71,1,243.56,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13887,204,1,349.55,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13888,120,2,605.63,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13889,93,1,416.9,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13890,1,10,1883.81,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13892,27,4,632.97,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13893,298,1,821.1,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13894,24,3,564.62,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13895,28,4,2593.07,4,4,5,13,445,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13897,50,1,311.16,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13898,326,1,155.93,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13899,16,2,388.52,4,2,2,8,422,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13900,183,3,740.95,1,3,3,7,133,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13901,72,5,2867.2000000000003,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13904,37,2,332.64,3,2,2,7,322,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
13908,80,4,2369.55,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13911,57,9,2580.91,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13914,12,2,626.45,5,2,3,10,523,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13917,50,2,272.04,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13918,50,2,1212.84,3,2,4,9,324,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13919,59,2,384.81,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13922,352,1,172.25,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13923,54,1,351.13,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13924,2,6,1838.85,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13925,93,4,678.25,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13926,23,1,223.85,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13927,75,1,348.99,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13928,11,4,464.57,5,4,2,11,542,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13929,169,2,842.65,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13930,58,2,337.34,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13931,96,2,1237.53,2,2,4,8,224,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13932,295,1,307.4,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13933,109,2,608.79,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13934,264,1,922.1,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13936,180,1,376.58,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13937,169,1,158.85,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13938,35,1,71.66,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13939,23,3,568.55,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13940,17,4,839.14,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13941,22,5,5112.96,4,4,5,13,445,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13946,79,3,561.57,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13947,65,1,90.6,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13948,361,1,102.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13949,3,6,2427.32,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13950,11,4,745.0600000000001,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13951,176,3,674.45,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13952,218,2,3251.071,1,2,5,8,125,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13953,7,7,3515.68,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13954,2,2,439.92,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13955,154,2,322.96,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13956,5,5,1026.42,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
13959,79,3,598.2,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13960,21,2,230.22,4,3,1,8,431,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13962,22,2,169.54999999999998,4,3,1,8,431,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13963,308,4,664.54,1,4,3,8,143,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13967,146,1,80.7,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13969,7,18,9053.94,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13971,19,8,2758.26,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13972,71,2,190.25,3,3,1,7,331,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13973,287,1,264.7,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13974,49,1,413.59,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13975,31,6,2526.28,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13976,207,1,357.98,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13978,15,2,196.79,4,3,1,8,431,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
13979,73,1,869.87,2,1,3,6,213,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13980,60,1,200.14,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13982,39,4,1871.81,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13983,30,12,2603.43,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13984,27,5,920.51,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13985,4,15,7060.13,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13986,17,1,320.46,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
13988,20,6,4147.96,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13989,66,2,1266.08,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13990,213,1,311.3,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13991,12,6,855.97,5,5,3,13,553,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13992,30,1,76.8,4,1,1,6,411,New Customers,3,Lost Causes,Final reactivation attempt or remove from active campaigns
13993,43,9,3466.36,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13994,4,6,2313.14,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
13995,15,5,1393.69,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
13999,10,12,3901.81,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14000,211,1,635.66,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14001,46,3,2043.08,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14002,134,2,529.73,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14004,43,7,4582.64,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14005,10,5,2874.72,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14006,116,3,962.19,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14009,198,2,695.61,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14012,278,1,328.8,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14013,110,3,473.02,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14014,77,1,505.18,2,1,3,6,213,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14015,53,1,917.34,3,1,3,7,313,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14016,162,4,4341.21,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14019,47,3,1421.61,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14020,17,2,642.8,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14021,155,3,631.9,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14022,225,1,440.0,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14023,7,2,584.07,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14024,122,2,327.7,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14027,61,1,104.82,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14029,63,2,467.66,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14030,18,8,2360.09,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14031,7,19,17286.86,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14032,2,11,2975.59,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14034,22,3,651.8199999999999,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14035,29,5,1428.02,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14036,285,1,626.65,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14037,176,2,147.20000000000002,2,3,1,6,231,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14038,78,3,1560.38,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14039,33,1,152.2,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14040,41,12,3614.92,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14041,266,1,141.41,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14044,27,4,652.82,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14045,109,4,1659.75,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14046,284,1,154.99,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14047,9,5,1308.61,5,4,4,13,544,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14048,305,1,409.93,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14049,17,4,5681.72,4,4,5,13,445,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14050,32,2,746.36,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14051,1,23,15610.39,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14052,20,1,225.36,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14053,124,2,260.25,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14054,65,1,92.46,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14055,106,1,725.6400000000001,2,1,3,6,213,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14056,1,23,8214.65,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14057,24,17,6217.96,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14059,267,1,183.6,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14060,5,19,6140.42,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14062,10,12,10464.85,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14064,29,5,1353.74,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14066,267,1,152.55,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14067,64,2,374.7,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14068,320,1,265.85,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14071,4,8,1438.82,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14073,32,1,151.04,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14075,5,3,942.26,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14076,129,1,122.47,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14077,41,5,499.42,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14078,102,6,1049.37,2,5,4,11,254,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14079,125,1,375.1,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14080,33,1,45.6,4,1,1,6,411,New Customers,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14081,302,2,934.52,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14082,365,1,182.25,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14083,4,9,1018.43,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14085,2,18,4448.54,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14087,3,1,194.42,5,1,1,7,511,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14088,10,13,50491.81,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14089,57,1,161.0,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14090,325,1,76.32000000000001,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14092,8,14,4076.91,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14093,12,1,442.85,5,1,2,8,512,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14096,4,17,65164.79,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14098,37,1,147.35,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14099,16,11,3104.17,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14100,138,1,194.9,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14101,74,6,5976.79,2,5,5,12,255,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14102,5,5,1360.28,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14104,155,2,216.21,2,3,1,6,231,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14105,239,1,1266.23,1,1,4,6,114,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14107,52,7,2703.23,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14108,31,2,597.91,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14109,73,1,144.2,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14110,4,12,5683.15,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14111,14,4,692.85,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14112,23,7,2915.15,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14113,4,4,1840.42,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14114,274,2,386.53,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14116,20,5,1382.74,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14117,144,1,90.0,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14121,4,4,2780.15,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14124,84,1,419.58,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14125,11,3,2740.43,5,3,5,13,535,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14126,8,3,706.1300000000001,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14127,123,3,709.71,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14128,61,2,637.5,3,3,3,9,333,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14129,2,5,1123.86,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14130,319,1,483.86,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14132,2,11,3586.03,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14133,130,3,605.64,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14135,2,15,4690.31,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14138,2,2,982.38,5,3,4,12,534,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14139,46,1,415.82,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14140,4,2,935.05,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14141,3,4,915.13,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
14142,373,1,311.81,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14143,134,1,115.8,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14145,47,4,3742.2,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14146,9,5,4191.0,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14147,78,2,483.4,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14148,234,1,157.2,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14149,221,1,446.62,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14150,36,2,658.64,3,3,3,9,333,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14152,75,2,621.29,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14154,239,2,1345.62,1,3,4,8,134,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14155,266,1,118.75,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14156,10,55,117379.63,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14157,20,2,432.88,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
14158,40,1,507.66,3,1,3,7,313,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
14159,20,11,4693.01,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
14161,216,3,1110.52,1,3,4,8,134,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
14162,174,2,289.36,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
14163,87,4,2445.91,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
